Street Address,City,State,Country,result_num,osm_id,display_name,category,type,latlong,vertex_index,vertex_part,vertex_part_index,distance,angle
19 WALKER ST,Somerville,MA,United States,"0","29637281","19, Walker Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.401358200000004,-71.11841737489361","0","0","0",0.00000000000000,0.00000000000000
15 GOVERNOR WINTHROP RD,Somerville,MA,United States,"0","29820993","15, Governor Winthrop Road, Ten Hills, Somerville, Middlesex County, Massachusetts, 02145, United States",building,house,"42.39542695,-71.08621163729381","0","0","0",0.00000000000000,0.00000000000000
10 HANCOCK ST,Somerville,MA,United States,"0","29683223","10, Hancock Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39033245,-71.11700070554699","0","0","0",0.00000000000000,0.00000000000000
68 WILLOW AVE,Somerville,MA,United States,"0","29723661","68, Willow Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.393566050000004,-71.11745763814687","0","0","0",0.00000000000000,0.00000000000000
388 HIGHLAND AVE,Somerville,MA,United States,"0","29789489","388, Highland Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.3952367,-71.11989426795398","0","0","0",0.00000000000000,0.00000000000000
30 CHESTER ST,Somerville,MA,United States,"0","29934804","30, Chester Street, Davis Square, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.39404545,-71.1234049","0","0","0",0.00000000000000,0.00000000000000
216 SUMMER ST,Somerville,MA,United States,"0","29532168","216, Summer Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38838145,-71.11086722773115","0","0","0",0.00000000000000,0.00000000000000
235D HIGHLAND AVE,Somerville,MA,United States,"0","29579196","235D;235E, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39089655,-71.10907424999999","0","0","0",0.00000000000000,0.00000000000000
17 PORTER ST,Somerville,MA,United States,"0","29638132","17, Porter Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38699605,-71.11293745014515","0","0","0",0.00000000000000,0.00000000000000
17 CALVIN ST,Somerville,MA,United States,"0","29515259","15;17, Calvin Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.37812715,-71.1042833435115","0","0","0",0.00000000000000,0.00000000000000
37 CALVIN ST,Somerville,MA,United States,"0","29789152","35;37, Calvin Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.377622599999995,-71.10448959352428","0","0","0",0.00000000000000,0.00000000000000
68 DIMICK ST,Somerville,MA,United States,"0","29727057","68, Dimick Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.3773184,-71.10399283288349","0","0","0",0.00000000000000,0.00000000000000
557 SOMERVILLE AVE,Somerville,MA,United States,"0","29532410","557, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38364695,-71.10741855","0","0","0",0.00000000000000,0.00000000000000
91 PERKINS ST,Somerville,MA,United States,"0","29642488","91, Perkins Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.38494715,-71.08013529008241","0","0","0",0.00000000000000,0.00000000000000
52 DIMICK ST,Somerville,MA,United States,"0","29532807","52, Dimick Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.376956500000006,-71.10332912784926","0","0","0",0.00000000000000,0.00000000000000
49 PORTER ST,Somerville,MA,United States,"0","29514688","49, Porter Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3885246,-71.11182809184109","0","0","0",0.00000000000000,0.00000000000000
153 COLLEGE AVE,Somerville,MA,United States,"0","29786501","153, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40201145,-71.11662426871","0","0","0",0.00000000000000,0.00000000000000
86 BROMFIELD RD,Somerville,MA,United States,"0","29533766","86, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.404084850000004,-71.11664140283625","0","0","0",0.00000000000000,0.00000000000000
14 CURTIS AVE,Somerville,MA,United States,"0","29741068","14;16, Curtis Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4075265,-71.12530943079038","0","0","0",0.00000000000000,0.00000000000000
48 GORHAM ST,Somerville,MA,United States,"0","29682355","48, Gorham Street, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,yes,"42.39832745,-71.12617025315026","0","0","0",0.00000000000000,0.00000000000000
106 JOSEPHINE AVE,Somerville,MA,United States,"0","29637451","106-108, Josephine Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3988531,-71.11292935624999","0","0","0",0.00000000000000,0.00000000000000
14 MAGNUS AVE,Somerville,MA,United States,"0","29515232","12,14, Magnus Avenue, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.378579099999996,-71.10330394735666","0","0","0",0.00000000000000,0.00000000000000
126 ALBION ST,Somerville,MA,United States,"0","29683066","126, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39204655,-71.1090396134183","0","0","0",0.00000000000000,0.00000000000000
95 WALLACE ST,Somerville,MA,United States,"0","29513881","95, Wallace Street, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.400544,-71.12094646534302","0","0","0",0.00000000000000,0.00000000000000
146 JAQUES ST,Somerville,MA,United States,"0","29537310","146;148, Jaques Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.396219349999996,-71.09604376793439","0","0","0",0.00000000000000,0.00000000000000
47 FREMONT ST,Somerville,MA,United States,"0","29824013","47, Fremont Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,residential,"42.3981405,-71.09781319999999","0","0","0",0.00000000000000,0.00000000000000
31 FLORENCE ST,Somerville,MA,United States,"0","29746006","31, Florence Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3830519,-71.0829339795886","0","0","0",0.00000000000000,0.00000000000000
23 ALSTON ST,Somerville,MA,United States,"0","29819683","21;23, Alston Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.381727999999995,-71.08970794704933","0","0","0",0.00000000000000,0.00000000000000
24 DEARBORN RD,Somerville,MA,United States,"0","29516908","24, Dearborn Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4049067,-71.11675065","0","0","0",0.00000000000000,0.00000000000000
5 GILMAN TERR,Somerville,MA,United States,"0","29537599","3;5, Gilman Terrace, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38733115,-71.09220296799604","0","0","0",0.00000000000000,0.00000000000000
145 HILLSDALE RD,Somerville,MA,United States,"0","29827352","145, Hillsdale Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4080325,-71.12721790236219","0","0","0",0.00000000000000,0.00000000000000
172 WALNUT ST,Somerville,MA,United States,"0","29825899","172, Walnut Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.390326,-71.09139223536663","0","0","0",0.00000000000000,0.00000000000000
280 MCGRATH HWY,Somerville,MA,United States,"0","29537919","280, McGrath Highway, Brickbottom, Somerville, Middlesex County, Massachusetts, 02141, United States",building,yes,"42.37847985,-71.08973521018976","0","0","0",0.00000000000000,0.00000000000000
96 PEARSON RD,Somerville,MA,United States,"0","29786956","96, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.403677349999995,-71.11583729711859","0","0","0",0.00000000000000,0.00000000000000
10 BOSTON AVE,Somerville,MA,United States,"0","29682708","10;12, Boston Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3950653,-71.11129660414139","0","0","0",0.00000000000000,0.00000000000000
69 CEDAR ST,Somerville,MA,United States,"0","29793286","69, Cedar Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39064995,-71.1132606","0","0","0",0.00000000000000,0.00000000000000
327 HIGHLAND AVE,Somerville,MA,United States,"0","29797295","327, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39352205,-71.11509701654879","0","0","0",0.00000000000000,0.00000000000000
6 HOLYOKE RD,Somerville,MA,United States,"0","29932700","6;8, Holyoke Road, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3880264,-71.11609262169509","0","0","0",0.00000000000000,0.00000000000000
14 WHITFIELD RD,Somerville,MA,United States,"0","29727548","14, Whitfield Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.405672749999994,-71.12342321755364","0","0","0",0.00000000000000,0.00000000000000
113 MORELAND ST,Somerville,MA,United States,"0","29519199","113, Moreland Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39948455,-71.09539845004744","0","0","0",0.00000000000000,0.00000000000000
6 CHERRY ST,Somerville,MA,United States,"0","29791763","6, Cherry Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.389589,-71.11653365000001","0","0","0",0.00000000000000,0.00000000000000
400 MEDFORD ST,Somerville,MA,United States,"0","29826495","400, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3909175,-71.09927549500489","0","0","0",0.00000000000000,0.00000000000000
15 PERRY ST,Somerville,MA,United States,"0","29530108","15, Perry Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3788001,-71.10164675","0","0","0",0.00000000000000,0.00000000000000
45 CHETWYND RD,Somerville,MA,United States,"0","29536893","45, Chetwynd Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4086918,-71.12587662002261","0","0","0",0.00000000000000,0.00000000000000
61 LOWDEN AVE,Somerville,MA,United States,"0","29581212","61, Lowden Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39838695,-71.1151027","0","0","0",0.00000000000000,0.00000000000000
98 PEARL ST,Somerville,MA,United States,"0","29537673","98, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.384922450000005,-71.08590724999999","0","0","0",0.00000000000000,0.00000000000000
116 PEARSON RD,Somerville,MA,United States,"0","29686111","116, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40427245,-71.11592440567894","0","0","0",0.00000000000000,0.00000000000000
42 CHETWYND RD,Somerville,MA,United States,"0","29536950","42, Chetwynd Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4083528,-71.12583973761139","0","0","0",0.00000000000000,0.00000000000000
23 HAROLD ST,Somerville,MA,United States,"0","29685687","23, Harold Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.376883649999996,-71.1019841024498","0","0","0",0.00000000000000,0.00000000000000
16 CUTTER AVE,Somerville,MA,United States,"0","29514317","16, Cutter Avenue, Davis Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.3946291,-71.1202548975985","0","0","0",0.00000000000000,0.00000000000000
66 HUDSON ST,Somerville,MA,United States,"0","29938373","66, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3902468,-71.10639319751508","0","0","0",0.00000000000000,0.00000000000000
33 RAYMOND AVE,Somerville,MA,United States,"0","29641935","31;33, Raymond Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40694015,-71.1266784488065","0","0","0",0.00000000000000,0.00000000000000
98 HUDSON ST,Somerville,MA,United States,"0","29630360","98, Hudson Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.39081685,-71.10801056326304","0","0","0",0.00000000000000,0.00000000000000
134 LOWELL ST,Somerville,MA,United States,"0","29514662","134, Lowell Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38886515,-71.1091404","0","0","0",0.00000000000000,0.00000000000000
6 ESSEX ST,Somerville,MA,United States,"0","29741299","6, Essex Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38964335,-71.09842303004928","0","0","0",0.00000000000000,0.00000000000000
25 ALSTON ST,Somerville,MA,United States,"0","29746083","25;27, Alston Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38165695,-71.08963841919808","0","0","0",0.00000000000000,0.00000000000000
37 BROMFIELD RD,Somerville,MA,United States,"0","29722871","37, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40268605,-71.11602520290901","0","0","0",0.00000000000000,0.00000000000000
42 BROMFIELD RD,Somerville,MA,United States,"0","29795313","42, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4027768,-71.1164378551","0","0","0",0.00000000000000,0.00000000000000
889 BROADWAY,Somerville,MA,United States,"0","29795896","887;889, Broadway, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40098395,-71.11851525","0","0","0",0.00000000000000,0.00000000000000
23 MEACHAM ST,Somerville,MA,United States,"0","29537238","23, Meacham Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.39791045,-71.09679238752865","0","0","0",0.00000000000000,0.00000000000000
47 ALPINE ST,Somerville,MA,United States,"0","29685253","47, Alpine Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.392969,-71.10921248668377","0","0","0",0.00000000000000,0.00000000000000
74 MORRISON AVE,Somerville,MA,United States,"0","29935778","74, Morrison Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,detached,"42.39512435,-71.11422485915709","0","0","0",0.00000000000000,0.00000000000000
172 WALNUT ST,Somerville,MA,United States,"0","29825899","172, Walnut Street, Prospect Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.390326,-71.09139223536663","0","0","0",0.00000000000000,0.00000000000000
356 BROADWAY,Somerville,MA,United States,"0","29519509","356, Broadway, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.393598,-71.09577696836816","0","0","0",0.00000000000000,0.00000000000000
5 FOUNTAIN AVE,Somerville,MA,United States,"0","29828514","5, Fountain Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38345065,-71.08924966837215","0","0","0",0.00000000000000,0.00000000000000
82 BROMFIELD RD,Somerville,MA,United States,"0","29794139","82, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4039675,-71.11662175000001","0","0","0",0.00000000000000,0.00000000000000
3 KENT CT,Somerville,MA,United States,"0","29514982","3, Kent Court, Wilson Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38287535,-71.11049286001924","0","0","0",0.00000000000000,0.00000000000000
92 PEARSON RD,Somerville,MA,United States,"0","29681640","92, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40355955,-71.11582119711858","0","0","0",0.00000000000000,0.00000000000000
93 PENNSYLVANIA AVE,Somerville,MA,United States,"0","29642312","93;95, Pennsylvania Avenue, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.3893914,-71.08315890087275","0","0","0",0.00000000000000,0.00000000000000
14 HIGH ST,Somerville,MA,United States,"0","29641774","14;16, High Street, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.409579300000004,-71.12947852205795","0","0","0",0.00000000000000,0.00000000000000
54 BARTLETT ST,Somerville,MA,United States,"0","29635157","54, Bartlett Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.393761549999994,-71.10235785135211","0","0","0",0.00000000000000,0.00000000000000
203 HIGHLAND AVE,Somerville,MA,United States,"0","29723998","203, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.389947500000005,-71.10683605","0","0","0",0.00000000000000,0.00000000000000
741 SOMERVILLE AVE,Somerville,MA,United States,"0","29683528","741, Somerville Avenue, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38664435,-71.11529250697555","0","0","0",0.00000000000000,0.00000000000000
153 HIGHLAND AVE,Somerville,MA,United States,"0","8605381","153, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.388441,-71.103231","0","0","0",0.00000000000000,0.00000000000000
174 SUMMER ST,Somerville,MA,United States,"0","29516272","174, Summer Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38658005,-71.1072601329354","0","0","0",0.00000000000000,0.00000000000000
24 LAUREL ST,Somerville,MA,United States,"0","29786554","24;26, Laurel Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38396545,-71.1049679229551","0","0","0",0.00000000000000,0.00000000000000
20 BROMFIELD RD,Somerville,MA,United States,"0","29632011","20;22, Bromfield Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40208965,-71.1163221912531","0","0","0",0.00000000000000,0.00000000000000
27 HOLYOKE RD,Somerville,MA,United States,"0","29933425","27, Holyoke Road, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.3883951,-71.11652131217849","0","0","0",0.00000000000000,0.00000000000000
594 BROADWAY,Somerville,MA,United States,"0","426586100","594, Broadway, Magoun Square, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.39856673913044,-71.10849756521739","0","0","0",0.00000000000000,0.00000000000000
3 DELL ST,Somerville,MA,United States,"0","29936810","3, Dell Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38293315,-71.08783919999999","0","0","0",0.00000000000000,0.00000000000000
112 GLEN ST,Somerville,MA,United States,"0","29940702","112;114;116;118, Glen Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.38375635,-71.08666529999999","0","0","0",0.00000000000000,0.00000000000000
146 JAQUES ST,Somerville,MA,United States,"0","29537310","146;148, Jaques Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.396219349999996,-71.09604376793439","0","0","0",0.00000000000000,0.00000000000000
22 CALVIN ST,Somerville,MA,United States,"0","29530242","22;24, Calvin Street, Union Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.37795745,-71.10394505","0","0","0",0.00000000000000,0.00000000000000
66 MYRTLE ST,Somerville,MA,United States,"0","29520164","66, Myrtle Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.384093050000004,-71.08380861461256","0","0","0",0.00000000000000,0.00000000000000
557 SOMERVILLE AVE,Somerville,MA,United States,"0","29532410","557, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38364695,-71.10741855","0","0","0",0.00000000000000,0.00000000000000
7 LINCOLN ST,Somerville,MA,United States,"0","29821244","7, Lincoln Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.38645390000001,-71.08119070000001","0","0","0",0.00000000000000,0.00000000000000
91 PEARSON RD,Somerville,MA,United States,"0","29513649","91, Pearson Road, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4035201,-71.11539977965187","0","0","0",0.00000000000000,0.00000000000000
17 COLLEGE HILL RD,Somerville,MA,United States,"0","29793752","17, College Hill Road, Somerville, Middlesex County, Massachusetts, 02474, United States",building,yes,"42.4087502,-71.128214009913","0","0","0",0.00000000000000,0.00000000000000
1 CAMERON AVE,Somerville,MA,United States,"0","29681984","1, Cameron Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02140, United States",building,apartments,"42.401087950000004,-71.12644215099098","0","0","0",0.00000000000000,0.00000000000000
217 HOLLAND ST,Somerville,MA,United States,"0","29636782","217, Holland Street, Teele Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40219665,-71.12644125517033","0","0","0",0.00000000000000,0.00000000000000
52 ELECTRIC AVE,Somerville,MA,United States,"0","29795548","52, Electric Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.403045199999994,-71.12390013181056","0","0","0",0.00000000000000,0.00000000000000
433 MEDFORD ST,Somerville,MA,United States,"0","10127265187","The Mushroom Shoppe, 433, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",shop,greengrocer,"42.3924951,-71.1004593","0","0","0",0.00000000000000,0.00000000000000
88 ALBION ST,Somerville,MA,United States,"0","31120864","88, Albion Street, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",place,house,"42.39120878566741,-71.10695861245371","0","0","0",0.00000000000000,0.00000000000000
82 CONWELL AVE,Somerville,MA,United States,"0","29730261","82, Conwell Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.407980800000004,-71.12847721977909","0","0","0",0.00000000000000,0.00000000000000
53 PACKARD AVE,Somerville,MA,United States,"0","29790996","53, Packard Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40390385,-71.12357784469818","0","0","0",0.00000000000000,0.00000000000000
68 WILLOW AVE,Somerville,MA,United States,"0","29723661","68, Willow Avenue, West Somerville, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.393566050000004,-71.11745763814687","0","0","0",0.00000000000000,0.00000000000000
106 PROFESSORS ROW,Somerville,MA,United States,"0","29826111","106, Professors Row, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4069188,-71.12302576842313","0","0","0",0.00000000000000,0.00000000000000
494 MEDFORD ST,Somerville,MA,United States,"0","729048734","494, Medford Street, Magoun Square, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.395769,-71.103278","0","0","0",0.00000000000000,0.00000000000000
69 ADAMS ST,Somerville,MA,United States,"0","29727354","69, Adams Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.3952668,-71.09957806106128","0","0","0",0.00000000000000,0.00000000000000
42 GLENWOOD RD,Somerville,MA,United States,"0","29685232","42, Glenwood Road, Magoun Square, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39377605,-71.103210868366","0","0","0",0.00000000000000,0.00000000000000
571 SOMERVILLE AVE,Somerville,MA,United States,"0","29516332","571;573;575, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38379595,-71.10823518458247","0","0","0",0.00000000000000,0.00000000000000
499 MEDFORD ST,Somerville,MA,United States,"0","729048734","499, Medford Street, Magoun Square, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.395990142857144,-71.10319814285714","0","0","0",0.00000000000000,0.00000000000000
6 HINCKLEY ST,Somerville,MA,United States,"0","29827773","6, Hinckley Street, Magoun Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.397250650000004,-71.1050818","0","0","0",0.00000000000000,0.00000000000000
433 MEDFORD ST,Somerville,MA,United States,"0","10127265187","The Mushroom Shoppe, 433, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",shop,greengrocer,"42.3924951,-71.1004593","0","0","0",0.00000000000000,0.00000000000000
55 ADAMS ST,Somerville,MA,United States,"0","9430096","55, Adams Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",place,house,"42.39453797190794,-71.10019193758211","0","0","0",0.00000000000000,0.00000000000000
78 RAYMOND AVE,Somerville,MA,United States,"0","29820506","78;80, Raymond Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.40732,-71.12870996318347","0","0","0",0.00000000000000,0.00000000000000
45 CHETWYND RD,Somerville,MA,United States,"0","29536893","45, Chetwynd Road, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.4086918,-71.12587662002261","0","0","0",0.00000000000000,0.00000000000000
215 COLLEGE AVE,Somerville,MA,United States,"0","29516922","215, College Avenue, Ball Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.404720999999995,-71.11704370289257","0","0","0",0.00000000000000,0.00000000000000
134 PEARL ST,Somerville,MA,United States,"0","29745846","134;138, Pearl Street, East Somerville, Somerville, Middlesex County, Massachusetts, 02145, United States",building,semidetached_house,"42.3857322,-71.08840566672046","0","0","0",0.00000000000000,0.00000000000000
44 ELM ST,Somerville,MA,United States,"0","29724241","44, Elm Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.387379300000006,-71.11519144574302","0","0","0",0.00000000000000,0.00000000000000
146 JAQUES ST,Somerville,MA,United States,"0","29537310","146;148, Jaques Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,yes,"42.396219349999996,-71.09604376793439","0","0","0",0.00000000000000,0.00000000000000
326 WASHINGTON ST,Somerville,MA,United States,"0","29827803","326;326A, Washington Street, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.37926025,-71.10127784291528","0","0","0",0.00000000000000,0.00000000000000
39 CONWELL AVE,Somerville,MA,United States,"0","29730287","37;39, Conwell Avenue, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.407607549999994,-71.12652715346897","0","0","0",0.00000000000000,0.00000000000000
338 HIGHLAND AVE,Somerville,MA,United States,"0","29823462","338, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02144, United States",building,apartments,"42.39369875,-71.11634421392091","0","0","0",0.00000000000000,0.00000000000000
34 ELM ST,Somerville,MA,United States,"0","29683514","32;34, Elm Street, Wilson Square, Somerville, Middlesex County, Massachusetts, 02144, United States",building,yes,"42.38693095,-71.11479465","0","0","0",0.00000000000000,0.00000000000000
456 MEDFORD ST,Somerville,MA,United States,"0","29533265","456, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39353215,-71.1016812011006","0","0","0",0.00000000000000,0.00000000000000
20 LEE ST,Somerville,MA,United States,"0","29516732","20, Lee Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.390667,-71.09930449740804","0","0","0",0.00000000000000,0.00000000000000
454 MEDFORD ST,Somerville,MA,United States,"0","29685880","454, Medford Street, Winter Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.39343855,-71.1016124465481","0","0","0",0.00000000000000,0.00000000000000
203 HIGHLAND AVE,Somerville,MA,United States,"0","29723998","203, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,detached,"42.389947500000005,-71.10683605","0","0","0",0.00000000000000,0.00000000000000
136 HIGHLAND AVE,Somerville,MA,United States,"0","29825832","136, Highland Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,apartments,"42.3876983,-71.10210557370732","0","0","0",0.00000000000000,0.00000000000000
571 SOMERVILLE AVE,Somerville,MA,United States,"0","29516332","571;573;575, Somerville Avenue, Spring Hill, Somerville, Middlesex County, Massachusetts, 02143, United States",building,yes,"42.38379595,-71.10823518458247","0","0","0",0.00000000000000,0.00000000000000
365 BROADWAY,Somerville,MA,United States,"0","29787514","365, Broadway, Winter Hill, Somerville, Middlesex County, Massachusetts, 02145, United States",building,apartments,"42.3940902,-71.09555229162956","0","0","0",0.00000000000000,0.00000000000000
